captured_at,date,event_id,event_name,start_time_utc,home_team,away_team,market,side,line,odds
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658470,COL Rockies @ DET Tigers,2026-09-13T16:10:00.0000000Z,DET,COL,Moneyline,COL Rockies,,+130
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658470,COL Rockies @ DET Tigers,2026-09-13T16:10:00.0000000Z,DET,COL,Moneyline,DET Tigers,,-157
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658470,COL Rockies @ DET Tigers,2026-09-13T16:10:00.0000000Z,DET,COL,Run Line,COL Rockies,1.5,-157
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658470,COL Rockies @ DET Tigers,2026-09-13T16:10:00.0000000Z,DET,COL,Run Line,DET Tigers,-1.5,+130
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658470,COL Rockies @ DET Tigers,2026-09-13T16:10:00.0000000Z,DET,COL,Total,Over,9,-106
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658470,COL Rockies @ DET Tigers,2026-09-13T16:10:00.0000000Z,DET,COL,Total,Under,9,-114
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658471,PHI Phillies @ ATL Braves,2026-09-13T17:35:00.0000000Z,ATL,PHI,Moneyline,PHI Phillies,,+110
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658471,PHI Phillies @ ATL Braves,2026-09-13T17:35:00.0000000Z,ATL,PHI,Moneyline,ATL Braves,,-133
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658471,PHI Phillies @ ATL Braves,2026-09-13T17:35:00.0000000Z,ATL,PHI,Run Line,PHI Phillies,1.5,-185
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658471,PHI Phillies @ ATL Braves,2026-09-13T17:35:00.0000000Z,ATL,PHI,Run Line,ATL Braves,-1.5,+152
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658471,PHI Phillies @ ATL Braves,2026-09-13T17:35:00.0000000Z,ATL,PHI,Total,Over,9,-112
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658471,PHI Phillies @ ATL Braves,2026-09-13T17:35:00.0000000Z,ATL,PHI,Total,Under,9,-107
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658473,NY Mets @ NY Yankees,2026-09-13T17:35:00.0000000Z,NYY,NYM,Moneyline,NY Mets,,+153
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658473,NY Mets @ NY Yankees,2026-09-13T17:35:00.0000000Z,NYY,NYM,Moneyline,NY Yankees,,-186
2026-09-13T13:01:47.771518+00:00,2026-09-13,34658473,NY Mets @ NY Yankees,2026-09-13T17:35:00.0000000Z,NYY,NYM,Run Line,NY Mets,1.5,-143
