captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-15T13:01:41.183454+00:00,2026-09-15,Yoshinobu Yamamoto,7.5,-112,-114,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Rhett Lowder,3.5,-121,-106,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Foster Griffin,4.5,-154,+120,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Davis Martin,2.5,-128,+100,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Jacob Misiorowski,8.5,+102,-130,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Lake Bachar,1.5,-199,+154,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Griffin Jax,5.5,+121,-154,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Jack Perkins,3.5,-159,+124,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Cristopher Sanchez,6.5,-118,-108,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Jackson Kent,3.5,-131,+102,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Drew Anderson,3.5,-145,+114,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Sean Manaea,6.5,+120,-154,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Shane Baz,4.5,-140,+110,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Kevin Gausman,5.5,-112,-114,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Martin Perez,3.5,-101,-126,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Max Fried,4.5,-154,+120,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Bailey Ober,4.5,+121,-155,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Blade Tidwell,3.5,-130,+102,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Andre Pallante,3.5,-122,-105,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Patrick Sandoval,5.5,+103,-131,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Hunter Brown,5.5,-131,+103,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Michael Wacha,4.5,-131,+103,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Walker Buehler,3.5,+110,-141,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Kyle Freeland,2.5,+105,-134,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Logan Gilbert,6.5,-121,-105,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Ryan Johnson (LAA),4.5,+132,-169,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Michael Soroka,4.5,+110,-140,live
2026-09-15T13:01:41.183454+00:00,2026-09-15,Janson Junk,2.5,-116,-110,live
2026-09-15T15:40:21.276262+00:00,2026-09-15,Yoshinobu Yamamoto,7.5,-101,-127,live
2026-09-15T15:40:21.276262+00:00,2026-09-15,Rhett Lowder,3.5,-125,-102,live
2026-09-15T15:40:21.276262+00:00,2026-09-15,Foster Griffin,4.5,-170,+133,live
2026-09-15T15:40:21.276262+00:00,2026-09-15,Jacob Misiorowski,8.5,+115,-147,live
2026-09-15T15:40:21.276262+00:00,2026-09-15,Lake Bachar,2.5,+140,-180,live
2026-09-15T15:40:21.276262+00:00,2026-09-15,Griffin Jax,5.5,+109,-140,live
2026-09-15T15:40:21.276262+00:00,2026-09-15,Jack Perkins,4.5,+124,-159,live
