captured_at,date,event_id,event_name,start_time_utc,home_team,away_team,market,side,line,odds
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624703,MIL Brewers @ CIN Reds,2026-09-06T16:10:00.0000000Z,CIN,MIL,Moneyline,MIL Brewers,,-167
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624703,MIL Brewers @ CIN Reds,2026-09-06T16:10:00.0000000Z,CIN,MIL,Moneyline,CIN Reds,,+138
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624703,MIL Brewers @ CIN Reds,2026-09-06T16:10:00.0000000Z,CIN,MIL,Run Line,MIL Brewers,-1.5,+100
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624703,MIL Brewers @ CIN Reds,2026-09-06T16:10:00.0000000Z,CIN,MIL,Run Line,CIN Reds,1.5,-120
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624703,MIL Brewers @ CIN Reds,2026-09-06T16:10:00.0000000Z,CIN,MIL,Total,Over,8.5,-111
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624703,MIL Brewers @ CIN Reds,2026-09-06T16:10:00.0000000Z,CIN,MIL,Total,Under,8.5,-109
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624704,ATL Braves @ PHI Phillies,2026-09-06T17:10:00.0000000Z,PHI,ATL,Moneyline,ATL Braves,,-110
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624704,ATL Braves @ PHI Phillies,2026-09-06T17:10:00.0000000Z,PHI,ATL,Moneyline,PHI Phillies,,-110
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624704,ATL Braves @ PHI Phillies,2026-09-06T17:10:00.0000000Z,PHI,ATL,Run Line,ATL Braves,-1.5,+152
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624704,ATL Braves @ PHI Phillies,2026-09-06T17:10:00.0000000Z,PHI,ATL,Run Line,PHI Phillies,1.5,-185
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624704,ATL Braves @ PHI Phillies,2026-09-06T17:10:00.0000000Z,PHI,ATL,Total,Over,8,-115
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624704,ATL Braves @ PHI Phillies,2026-09-06T17:10:00.0000000Z,PHI,ATL,Total,Under,8,-104
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624705,BOS Red Sox @ BAL Orioles,2026-09-06T17:35:00.0000000Z,BAL,BOS,Moneyline,BOS Red Sox,,-144
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624705,BOS Red Sox @ BAL Orioles,2026-09-06T17:35:00.0000000Z,BAL,BOS,Moneyline,BAL Orioles,,+119
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624705,BOS Red Sox @ BAL Orioles,2026-09-06T17:35:00.0000000Z,BAL,BOS,Run Line,BOS Red Sox,-1.5,+122
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624705,BOS Red Sox @ BAL Orioles,2026-09-06T17:35:00.0000000Z,BAL,BOS,Run Line,BAL Orioles,1.5,-148
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624705,BOS Red Sox @ BAL Orioles,2026-09-06T17:35:00.0000000Z,BAL,BOS,Total,Over,7.5,-102
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624705,BOS Red Sox @ BAL Orioles,2026-09-06T17:35:00.0000000Z,BAL,BOS,Total,Under,7.5,-118
2026-09-06T13:01:33.882830+00:00,2026-09-06,34624706,LA Angels @ PIT Pirates,2026-09-06T17:35:00.0000000Z,PIT,LAA,Moneyline,LA Angels,,+163
