captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-09-02T13:01:26.918263+00:00,2026-09-02,Casey Mize,4.5,-115,-111,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Brandon Williamson,3.5,+109,-139,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Grant Holmes,4.5,+125,-160,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Jacob Lopez,5.5,-108,-118,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Cody Bradford,4.5,-154,+120,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Trevor Rogers,5.5,+106,-135,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Tomoyuki Sugano,3.5,-112,-114,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Andrew Painter,3.5,-141,+111,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Patrick Sandoval,5.5,+102,-131,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Bryce Miller,4.5,-112,-114,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Dylan Cease,6.5,-108,-118,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Joey Cantillo,4.5,-118,-108,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Jared Jones,5.5,+124,-159,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Landen Roupp,4.5,-157,+123,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Griffin Jax,4.5,-136,+107,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Justin Hagenman,3.5,+119,-152,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Jacob Misiorowski,7.5,-123,-103,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,David Peterson,4.5,-105,-121,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Eury Perez,5.5,+128,-164,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Noah Cameron,4.5,-160,+125,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Dean Kremer,4.5,-108,-118,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Drew Anderson,4.5,+122,-156,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Hayden Wesneski,4.5,-145,+113,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Davis Martin,3.5,-109,-117,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Cam Schlittler,7.5,-138,+108,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Reid Detmers,6.5,-133,+105,live
2026-09-02T13:01:26.918263+00:00,2026-09-02,Yoshinobu Yamamoto,6.5,-130,+102,live
